User ID,Investment Type,Daily Amount,Gross Invested,Platform Fees,Net Invested,Portfolio Value,Total Return,ROI %
20,$40/day,$40.00,7200.0,143.9999999999999,7055.999999999979,7190.851580452842,134.85158045286335,1.9111618544906994
21,$40/day,$40.00,7200.0,143.9999999999999,7055.999999999979,7190.851580452842,134.85158045286335,1.9111618544906994
22,$40/day,$40.00,7200.0,143.9999999999999,7055.999999999979,7190.851580452842,134.85158045286335,1.9111618544906994
23,$40/day,$40.00,7200.0,143.9999999999999,7055.999999999979,7190.851580452842,134.85158045286335,1.9111618544906994
24,$40/day,$40.00,7200.0,143.9999999999999,7055.999999999979,7190.851580452842,134.85158045286335,1.9111618544906994
25,$40/day,$40.00,7200.0,143.9999999999999,7055.999999999979,7190.851580452842,134.85158045286335,1.9111618544906994
26,$40/day,$40.00,7200.0,143.9999999999999,7055.999999999979,7190.851580452842,134.85158045286335,1.9111618544906994
27,$40/day,$40.00,7200.0,143.9999999999999,7055.999999999979,7190.851580452842,134.85158045286335,1.9111618544906994
28,$40/day,$40.00,7200.0,143.9999999999999,7055.999999999979,7190.851580452842,134.85158045286335,1.9111618544906994
29,$40/day,$40.00,7200.0,143.9999999999999,7055.999999999979,7190.851580452842,134.85158045286335,1.9111618544906994
30,$40/day,$40.00,7200.0,143.9999999999999,7055.999999999979,7190.851580452842,134.85158045286335,1.9111618544906994
31,$40/day,$40.00,7200.0,143.9999999999999,7055.999999999979,7190.851580452842,134.85158045286335,1.9111618544906994
32,$40/day,$40.00,7200.0,143.9999999999999,7055.999999999979,7190.851580452842,134.85158045286335,1.9111618544906994
33,$40/day,$40.00,7200.0,143.9999999999999,7055.999999999979,7190.851580452842,134.85158045286335,1.9111618544906994
34,$40/day,$40.00,7200.0,143.9999999999999,7055.999999999979,7190.851580452842,134.85158045286335,1.9111618544906994
35,$40/day,$40.00,7200.0,143.9999999999999,7055.999999999979,7190.851580452842,134.85158045286335,1.9111618544906994
36,$40/day,$40.00,7200.0,143.9999999999999,7055.999999999979,7190.851580452842,134.85158045286335,1.9111618544906994
37,$40/day,$40.00,7200.0,143.9999999999999,7055.999999999979,7190.851580452842,134.85158045286335,1.9111618544906994
38,$40/day,$40.00,7200.0,143.9999999999999,7055.999999999979,7190.851580452842,134.85158045286335,1.9111618544906994
39,$40/day,$40.00,7200.0,143.9999999999999,7055.999999999979,7190.851580452842,134.85158045286335,1.9111618544906994
40,$40/day,$40.00,7200.0,143.9999999999999,7055.999999999979,7190.851580452842,134.85158045286335,1.9111618544906994
41,$40/day,$40.00,7200.0,143.9999999999999,7055.999999999979,7190.851580452842,134.85158045286335,1.9111618544906994
42,$40/day,$40.00,7200.0,143.9999999999999,7055.999999999979,7190.851580452842,134.85158045286335,1.9111618544906994
43,$40/day,$40.00,7200.0,143.9999999999999,7055.999999999979,7190.851580452842,134.85158045286335,1.9111618544906994
44,$40/day,$40.00,7200.0,143.9999999999999,7055.999999999979,7190.851580452842,134.85158045286335,1.9111618544906994
45,$40/day,$40.00,7200.0,143.9999999999999,7055.999999999979,7190.851580452842,134.85158045286335,1.9111618544906994
46,$40/day,$40.00,7200.0,143.9999999999999,7055.999999999979,7190.851580452842,134.85158045286335,1.9111618544906994
47,$40/day,$40.00,7200.0,143.9999999999999,7055.999999999979,7190.851580452842,134.85158045286335,1.9111618544906994
48,$40/day,$40.00,7200.0,143.9999999999999,7055.999999999979,7190.851580452842,134.85158045286335,1.9111618544906994
49,$40/day,$40.00,7200.0,143.9999999999999,7055.999999999979,7190.851580452842,134.85158045286335,1.9111618544906994
50,$40/day,$40.00,7200.0,143.9999999999999,7055.999999999979,7190.851580452842,134.85158045286335,1.9111618544906994
51,$10/day,$10.00,1800.0,35.99999999999997,1763.9999999999948,1797.7128951132106,33.712895113215836,1.9111618544906994
52,$10/day,$10.00,1800.0,35.99999999999997,1763.9999999999948,1797.7128951132106,33.712895113215836,1.9111618544906994
53,$10/day,$10.00,1800.0,35.99999999999997,1763.9999999999948,1797.7128951132106,33.712895113215836,1.9111618544906994
54,$10/day,$10.00,1800.0,35.99999999999997,1763.9999999999948,1797.7128951132106,33.712895113215836,1.9111618544906994
55,$10/day,$10.00,1800.0,35.99999999999997,1763.9999999999948,1797.7128951132106,33.712895113215836,1.9111618544906994
56,$10/day,$10.00,1800.0,35.99999999999997,1763.9999999999948,1797.7128951132106,33.712895113215836,1.9111618544906994
57,$10/day,$10.00,1800.0,35.99999999999997,1763.9999999999948,1797.7128951132106,33.712895113215836,1.9111618544906994
58,$10/day,$10.00,1800.0,35.99999999999997,1763.9999999999948,1797.7128951132106,33.712895113215836,1.9111618544906994
59,$10/day,$10.00,1800.0,35.99999999999997,1763.9999999999948,1797.7128951132106,33.712895113215836,1.9111618544906994
60,$10/day,$10.00,1800.0,35.99999999999997,1763.9999999999948,1797.7128951132106,33.712895113215836,1.9111618544906994
61,$10/day,$10.00,1800.0,35.99999999999997,1763.9999999999948,1797.7128951132106,33.712895113215836,1.9111618544906994
62,$10/day,$10.00,1800.0,35.99999999999997,1763.9999999999948,1797.7128951132106,33.712895113215836,1.9111618544906994
63,$10/day,$10.00,1800.0,35.99999999999997,1763.9999999999948,1797.7128951132106,33.712895113215836,1.9111618544906994
64,$10/day,$10.00,1800.0,35.99999999999997,1763.9999999999948,1797.7128951132106,33.712895113215836,1.9111618544906994
65,$10/day,$10.00,1800.0,35.99999999999997,1763.9999999999948,1797.7128951132106,33.712895113215836,1.9111618544906994
66,$10/day,$10.00,1800.0,35.99999999999997,1763.9999999999948,1797.7128951132106,33.712895113215836,1.9111618544906994
67,$10/day,$10.00,1800.0,35.99999999999997,1763.9999999999948,1797.7128951132106,33.712895113215836,1.9111618544906994
68,$10/day,$10.00,1800.0,35.99999999999997,1763.9999999999948,1797.7128951132106,33.712895113215836,1.9111618544906994
69,$10/day,$10.00,1800.0,35.99999999999997,1763.9999999999948,1797.7128951132106,33.712895113215836,1.9111618544906994
70,$10/day,$10.00,1800.0,35.99999999999997,1763.9999999999948,1797.7128951132106,33.712895113215836,1.9111618544906994
71,$10/day,$10.00,1800.0,35.99999999999997,1763.9999999999948,1797.7128951132106,33.712895113215836,1.9111618544906994
72,$10/day,$10.00,1800.0,35.99999999999997,1763.9999999999948,1797.7128951132106,33.712895113215836,1.9111618544906994
73,$10/day,$10.00,1800.0,35.99999999999997,1763.9999999999948,1797.7128951132106,33.712895113215836,1.9111618544906994
74,$10/day,$10.00,1800.0,35.99999999999997,1763.9999999999948,1797.7128951132106,33.712895113215836,1.9111618544906994
75,$10/day,$10.00,1800.0,35.99999999999997,1763.9999999999948,1797.7128951132106,33.712895113215836,1.9111618544906994
76,$20/day,$20.00,3600.0,71.99999999999994,3527.9999999999895,3595.425790226421,67.42579022643167,1.9111618544906994
77,$20/day,$20.00,3600.0,71.99999999999994,3527.9999999999895,3595.425790226421,67.42579022643167,1.9111618544906994
78,$20/day,$20.00,3600.0,71.99999999999994,3527.9999999999895,3595.425790226421,67.42579022643167,1.9111618544906994
79,$20/day,$20.00,3600.0,71.99999999999994,3527.9999999999895,3595.425790226421,67.42579022643167,1.9111618544906994
80,$20/day,$20.00,3600.0,71.99999999999994,3527.9999999999895,3595.425790226421,67.42579022643167,1.9111618544906994
81,$20/day,$20.00,3600.0,71.99999999999994,3527.9999999999895,3595.425790226421,67.42579022643167,1.9111618544906994
82,$20/day,$20.00,3600.0,71.99999999999994,3527.9999999999895,3595.425790226421,67.42579022643167,1.9111618544906994
83,$20/day,$20.00,3600.0,71.99999999999994,3527.9999999999895,3595.425790226421,67.42579022643167,1.9111618544906994
84,$20/day,$20.00,3600.0,71.99999999999994,3527.9999999999895,3595.425790226421,67.42579022643167,1.9111618544906994
85,$20/day,$20.00,3600.0,71.99999999999994,3527.9999999999895,3595.425790226421,67.42579022643167,1.9111618544906994
86,$20/day,$20.00,3600.0,71.99999999999994,3527.9999999999895,3595.425790226421,67.42579022643167,1.9111618544906994
87,$20/day,$20.00,3600.0,71.99999999999994,3527.9999999999895,3595.425790226421,67.42579022643167,1.9111618544906994
88,$20/day,$20.00,3600.0,71.99999999999994,3527.9999999999895,3595.425790226421,67.42579022643167,1.9111618544906994
89,$20/day,$20.00,3600.0,71.99999999999994,3527.9999999999895,3595.425790226421,67.42579022643167,1.9111618544906994
90,$20/day,$20.00,3600.0,71.99999999999994,3527.9999999999895,3595.425790226421,67.42579022643167,1.9111618544906994
91,$20/day,$20.00,3600.0,71.99999999999994,3527.9999999999895,3595.425790226421,67.42579022643167,1.9111618544906994
92,$20/day,$20.00,3600.0,71.99999999999994,3527.9999999999895,3595.425790226421,67.42579022643167,1.9111618544906994
93,$20/day,$20.00,3600.0,71.99999999999994,3527.9999999999895,3595.425790226421,67.42579022643167,1.9111618544906994
94,$20/day,$20.00,3600.0,71.99999999999994,3527.9999999999895,3595.425790226421,67.42579022643167,1.9111618544906994
95,$20/day,$20.00,3600.0,71.99999999999994,3527.9999999999895,3595.425790226421,67.42579022643167,1.9111618544906994
96,$20/day,$20.00,3600.0,71.99999999999994,3527.9999999999895,3595.425790226421,67.42579022643167,1.9111618544906994
97,$20/day,$20.00,3600.0,71.99999999999994,3527.9999999999895,3595.425790226421,67.42579022643167,1.9111618544906994
98,$20/day,$20.00,3600.0,71.99999999999994,3527.9999999999895,3595.425790226421,67.42579022643167,1.9111618544906994
99,$20/day,$20.00,3600.0,71.99999999999994,3527.9999999999895,3595.425790226421,67.42579022643167,1.9111618544906994
100,$20/day,$20.00,3600.0,71.99999999999994,3527.9999999999895,3595.425790226421,67.42579022643167,1.9111618544906994
